word,label
ìṣọ̀kan,POSITIVE
fire,POSITIVE
igbeyawo,POSITIVE
edumareogo,POSITIVE
olote,NEGATIVE
sùmíìtì ètè,NEGATIVE
bíbẹ́,NEGATIVE
ẹ̀rù,NEGATIVE
alase,POSITIVE
ọba lọ́la,POSITIVE
ńṣàwúre,POSITIVE
elépè,NEGATIVE
ẹṣin inú ìwé,NEGATIVE
oludaabobo,POSITIVE
ọlọ́jọ́ ìbí,POSITIVE
òjòjò,NEGATIVE
èsùn,NEGATIVE
ìgárá ọlọ́ṣà,NEGATIVE
aláàánúùn,POSITIVE
ofe,POSITIVE
dàgbàyà,NEGATIVE
anikun owo,POSITIVE
lẹ̀ṣọ́,POSITIVE
naira,POSITIVE
opura,NEGATIVE
run,NEGATIVE
afoju,NEGATIVE
batise,POSITIVE
fagilé,NEGATIVE
yo apoti ni idi,NEGATIVE
ya abo,POSITIVE
ona abayo,POSITIVE
híhòhò,NEGATIVE
toluwa,POSITIVE
lọ́ṣẹ́,NEGATIVE
ke,POSITIVE
ododo,POSITIVE
lákọ̀tun,POSITIVE
ìṣẹ́,NEGATIVE
ọba òkè,POSITIVE
daradara,POSITIVE
gbomo gbomo,NEGATIVE
pàntí,NEGATIVE
awati,NEGATIVE
rógun,NEGATIVE
wonbiliki,NEGATIVE
àdanwò,NEGATIVE
bíre,POSITIVE
inú wa dùn,POSITIVE
jole,NEGATIVE
wó,NEGATIVE
àjẹ́,NEGATIVE
abosi,NEGATIVE
wọ́dẹ́ ń híhòhò,NEGATIVE
láya,POSITIVE
ako,NEGATIVE
yepere,NEGATIVE
òmíràn,POSITIVE
pàṣẹ,POSITIVE
koya,NEGATIVE
sunkún,NEGATIVE
párun,NEGATIVE
ṣiṣẹ́ abẹ,NEGATIVE
àsàkásà,NEGATIVE
ojelu,NEGATIVE
ọ̀sé,NEGATIVE
ọ̀wọ́n gógó,NEGATIVE
ìbánújé,NEGATIVE
gbẹ̀yẹ,POSITIVE
àrìrá,NEGATIVE
omolomo laa ran nise de torutoru,NEGATIVE
ẹsẹ̀,NEGATIVE
jaaja,NEGATIVE
tanrawa jẹ,NEGATIVE
makanju,POSITIVE
seregun,NEGATIVE
àlááfìà,POSITIVE
ìmọ̀,POSITIVE
kunmo,NEGATIVE
ajíṣere,POSITIVE
gbega,POSITIVE
aitete,NEGATIVE
orí ire,POSITIVE
àjòjì,NEGATIVE
ọgbọ́n àrékérekè,NEGATIVE
ìwúre,POSITIVE
ínúure,POSITIVE
ìninilára,NEGATIVE
ore ofe,POSITIVE
ma se fi owo osi juwe ile baba ati iya,NEGATIVE
ìyànjẹ,NEGATIVE
mùọ́mọ́dù,POSITIVE
jí,NEGATIVE
ojumo re,POSITIVE
ṣàwúre,POSITIVE
idà,NEGATIVE
èèwọ̀,NEGATIVE
etí ikún,NEGATIVE
eru,NEGATIVE
idagba soke,POSITIVE
afibi sure,NEGATIVE
itura,POSITIVE
olúwa,POSITIVE
ohun rere,POSITIVE
lodun,POSITIVE
mosọ́pẹ́,POSITIVE
pa okùn so,NEGATIVE
kansárá,POSITIVE
gbemii,NEGATIVE
atoroje,NEGATIVE
rofu,NEGATIVE
ṣòfò,NEGATIVE
du,NEGATIVE
rírẹ́nijẹ,NEGATIVE
odale,NEGATIVE
ọ̀yọ́ojúlówó,POSITIVE
afunni ma siregun,POSITIVE
dami si,POSITIVE
débi àìkú wà,POSITIVE
àsọ̀kalẹ̀ ànfààní,POSITIVE
ọrọ ẹyin,NEGATIVE
ọ̀fẹ́,POSITIVE
mímọ́,NEGATIVE
congratulations,POSITIVE
agbofin ro,POSITIVE
bàmí ńnú jẹ́,POSITIVE
ìtẹríba,POSITIVE
agbódegbà,NEGATIVE
alákorí,NEGATIVE
tuntun,POSITIVE
e se gan,POSITIVE
gbọ̀n,POSITIVE
olotito,POSITIVE
ọwọn,POSITIVE
idẹ,POSITIVE
omoluwabi,POSITIVE
lékè,POSITIVE
àjèjì,NEGATIVE
yankolu yankolu,NEGATIVE
kókó,POSITIVE
yọn gàn,POSITIVE
orí yá,POSITIVE
aasa,NEGATIVE
ibi ire,POSITIVE
iyán ewú,NEGATIVE
arinrin,POSITIVE
ręwa,POSITIVE
ìṣíti,POSITIVE
àánú,POSITIVE
ìkúùkù,NEGATIVE
ẹlẹ́tàn,NEGATIVE
òbẹ,NEGATIVE
alágbára ayé,NEGATIVE
layo layo,POSITIVE
gbọ́mọ pọ̀n,POSITIVE
àlọre,POSITIVE
ìrírí ayé,POSITIVE
gbekele,POSITIVE
olókùnrùn,NEGATIVE
àdájà logun,NEGATIVE
masanfani,NEGATIVE
ategun,POSITIVE
lésé,NEGATIVE
àtàtà,POSITIVE
oro iyanju,POSITIVE
gberu eleru sori,NEGATIVE
àtẹ̀pẹ́,POSITIVE
alaimore,NEGATIVE
finá ọmọ,NEGATIVE
oro aje,POSITIVE
shior,NEGATIVE
súnkẹrẹ fàkẹrẹ,NEGATIVE
aponle,POSITIVE
imura,POSITIVE
tẹ́rùn,POSITIVE
ẹṣeun,POSITIVE
gbena woju,NEGATIVE
bajẹ,NEGATIVE
eburu,NEGATIVE
onijekuje,NEGATIVE
ketan sare,NEGATIVE
gbè yín,POSITIVE
itiju,NEGATIVE
pampe,NEGATIVE
arugbo,POSITIVE
rudurudu,NEGATIVE
abamo,NEGATIVE
okugbe,NEGATIVE
ọlọ́ràn,NEGATIVE
lobaje,NEGATIVE
tọmọ,POSITIVE
pẹ́ láyé,POSITIVE
sufayo,NEGATIVE
gbayì,POSITIVE
àsẹ̀,POSITIVE
sako,POSITIVE
fọpẹ́,POSITIVE
bọ́,NEGATIVE
àfẹnuní,NEGATIVE
òlódùmaré,POSITIVE
aisododo,NEGATIVE
obo,NEGATIVE
ayun bo,POSITIVE
burukú,NEGATIVE
afani,POSITIVE
ta ni pa,NEGATIVE
sókùnkùn birimùbirimù,NEGATIVE
nífẹ̀ẹ́,POSITIVE
igbaju gbigbona,NEGATIVE
arun,NEGATIVE
ado oloro,NEGATIVE
solore,POSITIVE
wáídù,POSITIVE
jeni,NEGATIVE
iwa ibaje,NEGATIVE
yunmu yunmu,NEGATIVE
jàrè,POSITIVE
ṣé ún,POSITIVE
níbẹ̀rù,NEGATIVE
ọ̀rọ̀,POSITIVE
ojogbon,POSITIVE
ilẹ̀ á ṣá,NEGATIVE
imoran,POSITIVE
oree,POSITIVE
kòbákùngbẹ́ ọ̀rọ̀,NEGATIVE
túntún,POSITIVE
tọ̀ọ́lé tọ̀ọ́lé,NEGATIVE
kiolohun kigbe,NEGATIVE
ẹ̀fọn burúkú,NEGATIVE
kokoro,POSITIVE
ní láárí,POSITIVE
ilé ẹjọ́,NEGATIVE
ìṣáájú,POSITIVE
bu yin,NEGATIVE
fíafìa,NEGATIVE
ìkìlọ̀,POSITIVE
ńfi kú,NEGATIVE
rérè,POSITIVE
ifasehin,NEGATIVE
yan fanda fanda,POSITIVE
já sásán,NEGATIVE
olupese,POSITIVE
aláìnírònú,NEGATIVE
lèsó,POSITIVE
ìrégbè,NEGATIVE
satileyin,POSITIVE
fi orun ke,POSITIVE
tomo,POSITIVE
dáàbò bo,POSITIVE
wara,POSITIVE
rogbodiyan,NEGATIVE
adawole,POSITIVE
ògidì,POSITIVE
kẹ́gbin,NEGATIVE
ekún,NEGATIVE
pidan,POSITIVE
kutuojire,POSITIVE
ayédèrú,NEGATIVE
otoju su mi,NEGATIVE
lọre,POSITIVE
báṣubàṣu,NEGATIVE
ìbon,POSITIVE
aláyòlé,POSITIVE
itara,NEGATIVE
dan moran,POSITIVE
dòòṣà,POSITIVE
isiti,POSITIVE
asamodun,POSITIVE
ìgbeyàwó,POSITIVE
darandaran,POSITIVE
jaguda,POSITIVE
olókun,POSITIVE
déédé,POSITIVE
maje,NEGATIVE
àwámârídìí,POSITIVE
kristi,POSITIVE
da,POSITIVE
túlààsì,NEGATIVE
go,NEGATIVE
dùn,POSITIVE
olólùfẹ́ẹ̀,POSITIVE
àtọ̀yè,POSITIVE
buyọ̀,POSITIVE
ìbẹ̀rù,NEGATIVE
lakaaye,POSITIVE
ọrọ̀,POSITIVE
ọ̀run àrèmabọ̀,NEGATIVE
àfojúsùn,POSITIVE
lọ́rẹ,POSITIVE
ówó,POSITIVE
kò sọ́wọ́,NEGATIVE
ti jefo,NEGATIVE
jare,POSITIVE
dewa lorun,POSITIVE
pokùnso,NEGATIVE
fakọyọ,POSITIVE
oríre,POSITIVE
igi oyin,NEGATIVE
shaanu,POSITIVE
oro,POSITIVE
dá lóró,NEGATIVE
edumare,POSITIVE
lekun,NEGATIVE
ìdààmú,NEGATIVE
koja ifarada,NEGATIVE
ejò,NEGATIVE
alaanu,POSITIVE
inu wa dun,POSITIVE
ẹni re,POSITIVE
ràrìn fẹsẹ̀ sí,NEGATIVE
akitiyan,POSITIVE
tepa mo ise,POSITIVE
sòdodo,POSITIVE
pana,POSITIVE
bá ò kú,POSITIVE
ilé ọba,POSITIVE
òsèlú,NEGATIVE
tẹ̀ǹbẹ̀lẹ̀kun,NEGATIVE
sofo emi,NEGATIVE
masanfan,NEGATIVE
ìdàgbàsókè,POSITIVE
àbọ̀re,POSITIVE
ìṣẹ̀ṣe,POSITIVE
sepe,NEGATIVE
ọ̀wọ́n,NEGATIVE
ẹni ẹ̀tàn,NEGATIVE
loro,NEGATIVE
iwa ibajee,NEGATIVE
arísìkí,POSITIVE
idande,POSITIVE
ye,POSITIVE
láìṣẹ̀,NEGATIVE
ofutu fete,NEGATIVE
sire,POSITIVE
ìpamọ́,POSITIVE
awada,POSITIVE
ọgaogo,POSITIVE
a gö,NEGATIVE
elédùmare,POSITIVE
opolo,POSITIVE
níbi gíga,POSITIVE
rọgbọ,POSITIVE
apani,NEGATIVE
faari,POSITIVE
lòótọ́,POSITIVE
eni apewo,POSITIVE
ìdanilẹ̀kọ̀ọ́,POSITIVE
ase yori,POSITIVE
lábẹ́ gbígbóná,NEGATIVE
fúlàní darandaran,NEGATIVE
ni simi,POSITIVE
oroaje,POSITIVE
rán yín lọ́wọ́,POSITIVE
sayeye,POSITIVE
ihale,NEGATIVE
mọ́ṣááláṣí,POSITIVE
aláfíà,POSITIVE
toyin,POSITIVE
kó eyin wọlé,NEGATIVE
ọdún,POSITIVE
ọlọ́pọlọ pípé,POSITIVE
ìjẹkújẹ,NEGATIVE
sòsé,POSITIVE
ami,POSITIVE
adaran,NEGATIVE
ọlọ́run ọba,POSITIVE
ṣọpẹ́,POSITIVE
ṣe ni láàánú,NEGATIVE
àrìnàkore,POSITIVE
ajá,NEGATIVE
eleyameya,NEGATIVE
ìgbónsè,NEGATIVE
ọ̀mútí,NEGATIVE
òkùnkùn,NEGATIVE
gbe mi ga,POSITIVE
gba ẹ̀mí,NEGATIVE
kọbi ara,POSITIVE
aikubaale oro,POSITIVE
ibujoko,POSITIVE
e wa,POSITIVE
rékọjá,POSITIVE
ifokonbale,POSITIVE
takun takun,POSITIVE
fokan tan,POSITIVE
aláàbò,POSITIVE
alaise,POSITIVE
iponrinpongba,NEGATIVE
shaye,POSITIVE
jo ni lowo,NEGATIVE
ìkókúkòó,NEGATIVE
mọ́ṣààṣí,NEGATIVE
oyin,POSITIVE
tù wá lára,POSITIVE
ọjọ́bìí,POSITIVE
wà á dàgbà,POSITIVE
àìkúàlàáfíàajé,POSITIVE
akotun,POSITIVE
wàjà,NEGATIVE
ódùn,POSITIVE
kese kese,NEGATIVE
iyi,POSITIVE
aláyọ̀,POSITIVE
ko pangara,POSITIVE
ó mà ṣe o,NEGATIVE
olúwanífẹ̀ẹ́mi,POSITIVE
aori ona gbe gba,POSITIVE
jẹ́ wá run,NEGATIVE
soro,NEGATIVE
sun re,POSITIVE
ife,POSITIVE
mólè,NEGATIVE
lọ́láa,POSITIVE
oojire,POSITIVE
mutí yó,NEGATIVE
ìkúnlẹ̀,POSITIVE
ihooho,NEGATIVE
atupa,POSITIVE
te araye lorun,POSITIVE
yinban,NEGATIVE
poposinsin,POSITIVE
àwòrò ṣàṣà,POSITIVE
olutunu,POSITIVE
afunni,POSITIVE
ojú rere,POSITIVE
kòńgẹ́ ire,POSITIVE
arìndìn,NEGATIVE
iṣẹ́,POSITIVE
ìmọtara ẹni,NEGATIVE
ọrẹ́,POSITIVE
kò ṣe é gbọ́,NEGATIVE
aládòóolóró,POSITIVE
orire,POSITIVE
abinu eni,NEGATIVE
jó gbẹ̀du,POSITIVE
leranko,NEGATIVE
inú yín á dùn,POSITIVE
ro mi,NEGATIVE
àtọwọ́dá,NEGATIVE
sọre,POSITIVE
ọ̀rọ̀kọrọ̀,NEGATIVE
yọ̀ ṣẹ̀ṣẹ̀,POSITIVE
sorí àgbà kodò,NEGATIVE
ayé le,NEGATIVE
rerr,NEGATIVE
ẹwà,POSITIVE
ifagagbaga,POSITIVE
ọlọ́ṣa,NEGATIVE
lóminú,NEGATIVE
egbe okunkun,NEGATIVE
ìwà rere,POSITIVE
wurà,POSITIVE
ẹlẹ́bọèpè,NEGATIVE
ebora,NEGATIVE
esè,POSITIVE
alafia,POSITIVE
ojurere,POSITIVE
alabukun,POSITIVE
só síni lẹ́nu,NEGATIVE
omi dànù,NEGATIVE
wèrè,NEGATIVE
gbógun,NEGATIVE
jegudujẹra,NEGATIVE
ìdánilọlá,POSITIVE
kabiosi,POSITIVE
asiwerey,NEGATIVE
orun apadi,NEGATIVE
arikose,POSITIVE
larun,NEGATIVE
duro,POSITIVE
fo ori e danu,NEGATIVE
àrékérekè,NEGATIVE
pírí lolongo ń jí,POSITIVE
iji,NEGATIVE
lẹ̀rọ̀,POSITIVE
ìgbàgbọ́dayọ̀,POSITIVE
gún,POSITIVE
ajínigbé,NEGATIVE
ìpayínkeke,NEGATIVE
oníbúọrẹ,POSITIVE
ijà,NEGATIVE
yá,NEGATIVE
apẹranjayé,NEGATIVE
àpamọ́wọ́,POSITIVE
kóyán mi kéré,NEGATIVE
láì jáfara,POSITIVE
alakatakiti,NEGATIVE
ọ̀jẹ̀lú,NEGATIVE
ìràwọ̀,POSITIVE
ìbà,POSITIVE
modupẹ,POSITIVE
aláwàdà,POSITIVE
o gun,NEGATIVE
rólówó,POSITIVE
dara dara,POSITIVE
gbàgbé,NEGATIVE
ojú gbà mí tì,NEGATIVE
ajé,POSITIVE
bóńfò,NEGATIVE
ojú ayé,NEGATIVE
ayé,POSITIVE
búburú,NEGATIVE
wumi,POSITIVE
sanwó,POSITIVE
ifipa bani lo pò,NEGATIVE
o ṣeun,POSITIVE
wájú,POSITIVE
lọ́dún,POSITIVE
ewun,NEGATIVE
àmúṣagbára,POSITIVE
funwase,POSITIVE
dara,POSITIVE
àgbákò,NEGATIVE
okanbale,POSITIVE
mi ò gbà,NEGATIVE
fẹ́ràn,POSITIVE
ri mabo,NEGATIVE
àfiṣe,NEGATIVE
forisole,NEGATIVE
wo,POSITIVE
ràrìnfẹsẹ̀sí,NEGATIVE
ajige,POSITIVE
játijàti,NEGATIVE
aiye le,NEGATIVE
ta,POSITIVE
iroju,NEGATIVE
aláálẹ̀,POSITIVE
ìhalẹ̀,NEGATIVE
àkàndá,POSITIVE
tako leko,POSITIVE
àjàjà ṣẹ́gun,POSITIVE
amuni buni,NEGATIVE
rewa,POSITIVE
da orí ìṣe kodò,NEGATIVE
ajílẹ̀,POSITIVE
ẹṣin,NEGATIVE
mọ́,POSITIVE
posika,POSITIVE
alai nironueje,NEGATIVE
egungun,NEGATIVE
òfìfo,NEGATIVE
yè,POSITIVE
olà,POSITIVE
gbéni ṣánlẹ̀,NEGATIVE
sakọ,POSITIVE
àyànfẹ́,POSITIVE
sangba fo,POSITIVE
wolimo,POSITIVE
tútù,POSITIVE
òfò,NEGATIVE
erin,POSITIVE
inu mi se dun,POSITIVE
àkúfà,NEGATIVE
esin,NEGATIVE
jade laye,NEGATIVE
àtẹ̀yìntọ̀,NEGATIVE
rógo,NEGATIVE
kúkú,NEGATIVE
kóre,POSITIVE
édùmarè,POSITIVE
àsàsí,NEGATIVE
ìdẹra,POSITIVE
fadaka,POSITIVE
mólè dání,NEGATIVE
ajàfẹ́tọ̀ọ́,POSITIVE
àìnítẹ̀ẹ́lọ́rùn,NEGATIVE
ariwo,NEGATIVE
iwa jegudu jera,NEGATIVE
agídí ọkàn,NEGATIVE
àṣírí,POSITIVE
sinwon wale aiye,NEGATIVE
opolopo,POSITIVE
iṣẹ́ abẹ,NEGATIVE
irawo,POSITIVE
ronu jinle,POSITIVE
àbíkú,NEGATIVE
kí,POSITIVE
àpèmọ́ra,POSITIVE
èèdì,NEGATIVE
ogbontarigi,POSITIVE
gba,POSITIVE
rójú,POSITIVE
tarà ẹ́ní nikan,NEGATIVE
ọ̀run àpáàdì,NEGATIVE
alafiya,POSITIVE
ó kẹ́ran,NEGATIVE
túnṣe,POSITIVE
lebi,NEGATIVE
ìtesíwájú,POSITIVE
dàgbà sókè,POSITIVE
kọ̀yìn,NEGATIVE
imo,POSITIVE
kòrónà,NEGATIVE
ndun,POSITIVE
àjekún,NEGATIVE
gberaga,NEGATIVE
ìṣítí,POSITIVE
mú wa nígànán,NEGATIVE
àyípadà,POSITIVE
aṣore,POSITIVE
opolo yin ti daru,NEGATIVE
ololufe,POSITIVE
lókè,POSITIVE
jáfira,NEGATIVE
láabi,NEGATIVE
àtúnkọ,POSITIVE
ọ̀fẹ̀,POSITIVE
ko ni san,NEGATIVE
mure,POSITIVE
àjànàkú,POSITIVE
ààtàn,NEGATIVE
arijo,POSITIVE
dáná,NEGATIVE
ajíṣọpẹ́,POSITIVE
so sini lenu,NEGATIVE
owoire,POSITIVE
ànú,POSITIVE
ya pẹ́rẹpẹ̀rẹ,NEGATIVE
wúre,POSITIVE
ori ire,POSITIVE
nse,NEGATIVE
jera,NEGATIVE
dẹkun,POSITIVE
okanjua,NEGATIVE
dópin,NEGATIVE
ìgbàlà,POSITIVE
àìfinipeni,NEGATIVE
gún régé,POSITIVE
alanu,POSITIVE
jẹ̀gbẹ̀,NEGATIVE
atogbojule,POSITIVE
ajuwaase,POSITIVE
gbadun,POSITIVE
àgbéláruge,POSITIVE
alayo,POSITIVE
àpónlé,POSITIVE
ìwà ìbájẹ́,NEGATIVE
alákẹdun,POSITIVE
iṣẹ́ ribiribi,POSITIVE
eeṣin,NEGATIVE
oloriburuku,NEGATIVE
rúdurùdu,NEGATIVE
oluwa,POSITIVE
asala,NEGATIVE
abo,POSITIVE
àmúlùmálà,NEGATIVE
gboron,POSITIVE
tan ni pa,NEGATIVE
jẹun yó,POSITIVE
mílíọ̀nù,POSITIVE
èké,NEGATIVE
oògùn olóró,NEGATIVE
ahoro,NEGATIVE
bu ẹnu àtẹ́,NEGATIVE
lápa,POSITIVE
owó tabua,POSITIVE
ibigiga,POSITIVE
jí ọmọ gbé,NEGATIVE
ìyà,NEGATIVE
lànà,POSITIVE
aseye,POSITIVE
ibi,NEGATIVE
okunrun,NEGATIVE
ìkánjú,NEGATIVE
àbùṣe,POSITIVE
ikú dóró,POSITIVE
àìsìnmi,NEGATIVE
tura,POSITIVE
run igbe,NEGATIVE
yangan,POSITIVE
làlùyọ,POSITIVE
ẹni ègbé,NEGATIVE
adẹ́mìí légbodò,NEGATIVE
yẹ,POSITIVE
gbèmí,POSITIVE
fòfinde,NEGATIVE
feranmi,POSITIVE
àlé,NEGATIVE
mekunu,NEGATIVE
ẹhọ̀nnà,NEGATIVE
ìgbágó,NEGATIVE
ajípọjọ́ikúdà,POSITIVE
ẹ̀rọ̀ pẹ̀sẹ̀,POSITIVE
alájẹk,NEGATIVE
àjà ṣẹ́gun,POSITIVE
aláìsàn,NEGATIVE
òtútù,NEGATIVE
jire,POSITIVE
agídí,NEGATIVE
iroyin,POSITIVE
radarada,NEGATIVE
ṣebi,NEGATIVE
ṣàduà,POSITIVE
adua,POSITIVE
ade,POSITIVE
elaja,POSITIVE
ọ̀darànmọràn,NEGATIVE
ìmò,POSITIVE
ọgbọ̀n,POSITIVE
onigbeseonijekujeoninakuna,NEGATIVE
nkan mi lominu,NEGATIVE
olowo,POSITIVE
fólódùmarè,POSITIVE
tẹ̀rín,POSITIVE
láṣẹ́,POSITIVE
fọwọ́ páwú,POSITIVE
alagbara,POSITIVE
orí ọmọ míì á ti dọ́ta,NEGATIVE
alufansa,NEGATIVE
leke,POSITIVE
orí bíbẹ́,NEGATIVE
san,POSITIVE
rubo,POSITIVE
lejú koko,NEGATIVE
kó rọ̀,POSITIVE
láàmú,NEGATIVE
ferìgì jobì,POSITIVE
rúgbó,NEGATIVE
olójúkòkòrò,NEGATIVE
àjọyọ̀,POSITIVE
gbàrọgùdù,NEGATIVE
pa ènìyàn,NEGATIVE
polio,NEGATIVE
ẹni ibi,NEGATIVE
epe,NEGATIVE
ọmọ òrukan,NEGATIVE
gbólóhùn asọ̀,NEGATIVE
daa,POSITIVE
èèpà,NEGATIVE
anjonu,NEGATIVE
gbó,POSITIVE
balẹ̀,POSITIVE
daraki,POSITIVE
lùpa,NEGATIVE
layerere,POSITIVE
ẹ̀ṣẹ́,POSITIVE
tètè là,POSITIVE
àrìnmabọ̀,NEGATIVE
géle,NEGATIVE
fowo wewo,POSITIVE
fọ́jú,NEGATIVE
olulana,POSITIVE
aláìbìkítà,NEGATIVE
ọmọ ènìyàn ò fọhùn bí ènìyàn,NEGATIVE
ọ̀nà ẹ̀bùrú,NEGATIVE
òlè,NEGATIVE
tina bole,NEGATIVE
onibuore,POSITIVE
waire,POSITIVE
yeye,NEGATIVE
ogboju,NEGATIVE
wura iyebiye,POSITIVE
ọ̀pọ̀,POSITIVE
fọ́lọ́run,POSITIVE
e se,POSITIVE
tẹ ojú òfin,NEGATIVE
ara ò rokùn,NEGATIVE
baálẹ̀ọrọ̀,POSITIVE
towó,POSITIVE
rona gbegba,POSITIVE
tu wa lara,POSITIVE
danu,NEGATIVE
á bálú jẹ́,NEGATIVE
fọwọ́ ṣosùn,POSITIVE
olofofo,NEGATIVE
ara galatia,NEGATIVE
layẹyẹ,POSITIVE
ọ̀run àrìnmabọ̀,NEGATIVE
ìdíwọ́,NEGATIVE
de ònà,POSITIVE
ńdààmú,NEGATIVE
aráibí,NEGATIVE
iṣẹ́ takuntakun,POSITIVE
kuta,NEGATIVE
odaru,NEGATIVE
tage,POSITIVE
fore,POSITIVE
ọ̀wọ̀ rere,POSITIVE
àìṣedédé,NEGATIVE
ndolosi,NEGATIVE
olóyin,POSITIVE
ran igun yin,NEGATIVE
ewé ńlá,POSITIVE
rù,NEGATIVE
á ṣe,POSITIVE
kájé,POSITIVE
lokun,POSITIVE
kaaro oji re,NEGATIVE
si rin,NEGATIVE
jalè,NEGATIVE
jamba,NEGATIVE
ibon,NEGATIVE
jẹjẹ,POSITIVE
àkìtàn,NEGATIVE
ródoròdo,NEGATIVE
olódì mi,NEGATIVE
dọlọ́mọ,POSITIVE
raaraa,POSITIVE
jere,POSITIVE
pọ̀,POSITIVE
suti,NEGATIVE
isimi,POSITIVE
ayęyę,POSITIVE
dògbó,POSITIVE
alásàsí,NEGATIVE
esun,NEGATIVE
ojumare,POSITIVE
òdú,POSITIVE
ẹ̀sín,NEGATIVE
dogbon,POSITIVE
àìgbọràn,NEGATIVE
mẹ̀kúnnù,NEGATIVE
áṣẹ,POSITIVE
ise akoni,POSITIVE
níbi,NEGATIVE
koburu,POSITIVE
tú ọ̀yọ́ilé,NEGATIVE
ẹ kú ọdún,POSITIVE
onímẹ̀ẹ́lẹ́,NEGATIVE
dáàbò,POSITIVE
aláriwo,NEGATIVE
aralíle,POSITIVE
ìfọ̀rọ̀jomitoro,POSITIVE
lọ́yàyà,POSITIVE
okelegbigbe,NEGATIVE
àjẹ ìwẹ̀hìn,NEGATIVE
agbanilagbatan,POSITIVE
òótọ́,POSITIVE
irú,NEGATIVE
àdáwọ́lé,POSITIVE
olohunse,POSITIVE
inú ń bí,NEGATIVE
oògún,NEGATIVE
pa ayé run,NEGATIVE
omi ìṣanwó,NEGATIVE
dẹ́rù,NEGATIVE
eranko,NEGATIVE
seku,NEGATIVE
jìgá,NEGATIVE
alo koloun kigbe,NEGATIVE
ola,POSITIVE
foyin,POSITIVE
oogun,POSITIVE
ibòji,POSITIVE
àṣìgbà,NEGATIVE
opépúpò,POSITIVE
aseyege,POSITIVE
omo ale,NEGATIVE
ko ni da,NEGATIVE
ò fẹ́ kákú,POSITIVE
logun,NEGATIVE
ọmọlúàb,POSITIVE
ìtara,NEGATIVE
daaru,NEGATIVE
fọ,NEGATIVE
dana si ile,NEGATIVE
falẹ̀ ya,NEGATIVE
yaso,POSITIVE
àjórẹ̀hìn,NEGATIVE
a ku odun,POSITIVE
kú,NEGATIVE
òṣùbà,POSITIVE
lakínkanjú,POSITIVE
ò gbọdọ̀ ṣojo,POSITIVE
aruge,POSITIVE
alaseju,NEGATIVE
atenuje,NEGATIVE
ija,NEGATIVE
gbemi soke,POSITIVE
júbàà,POSITIVE
yoke,NEGATIVE
òlòrūn,POSITIVE
iná,NEGATIVE
tooto,POSITIVE
arindin,NEGATIVE
ẹlẹṣẹ,NEGATIVE
kọ́ni,POSITIVE
so gbon,POSITIVE
ologun,NEGATIVE
wulo,POSITIVE
lewu,NEGATIVE
enu,NEGATIVE
aláìmọ̀kan,NEGATIVE
simi,POSITIVE
àbò,POSITIVE
aísáyà,NEGATIVE
dede,POSITIVE
ìgbégaà,POSITIVE
ileke,POSITIVE
kabamo,NEGATIVE
ibà,NEGATIVE
ọ̀pọ̀lọ́,POSITIVE
a ò níí rí ìdààmú,POSITIVE
irin boro,NEGATIVE
yege,POSITIVE
yahoo,NEGATIVE
ajinde ara,POSITIVE
alaaye,POSITIVE
subu,NEGATIVE
àṣe,POSITIVE
korikosun,POSITIVE
keresi,NEGATIVE
ajodun,POSITIVE
mẹ́kúnnù,NEGATIVE
ẹkún apọkọjẹ,NEGATIVE
otẹ̀,NEGATIVE
àmú yọn gàn,POSITIVE
gbere,POSITIVE
ràrìn fẹsẹ̀,NEGATIVE
paruku,NEGATIVE
eleyi o da,NEGATIVE
àtàjèrè,POSITIVE
ìlọsíwájú,POSITIVE
yabo,POSITIVE
ọpẹ́lọpẹ́,POSITIVE
pa èèyàn,NEGATIVE
omi ò,NEGATIVE
jáfáfá,POSITIVE
giga,POSITIVE
ànọ́bì,POSITIVE
ojume re,POSITIVE
emabinu,POSITIVE
yèyé,POSITIVE
ẹ̀kọ́,POSITIVE
àsetì,NEGATIVE
isinmin,POSITIVE
ọwọ́ epo,POSITIVE
jehofah,POSITIVE
iwajuiwaju,POSITIVE
í rẹ,POSITIVE
àjó rẹ́yìn,NEGATIVE
kò tó,NEGATIVE
lásìgbo,NEGATIVE
tiju,POSITIVE
ibòoji,POSITIVE
ò fẹ́ kálà,NEGATIVE
oshi,NEGATIVE
gbolẹ̀,NEGATIVE
olupamo,POSITIVE
kẹ́sẹjárí,POSITIVE
oshii,NEGATIVE
ọlọ́yàyà,POSITIVE
ìgbòkègbodò,NEGATIVE
fáàrí ẹ̀ṣẹ́,NEGATIVE
jọ̀tá,NEGATIVE
àìbìkítà,NEGATIVE
ituju,NEGATIVE
ni ira,POSITIVE
ọ̀kánjúà,NEGATIVE
dara po,POSITIVE
ọwọ́,POSITIVE
iranse okunkun,NEGATIVE
ntèdùmàrè,POSITIVE
ìyè,POSITIVE
sooto,POSITIVE
dẹlẹ̀,POSITIVE
se amodun,POSITIVE
àjíkì,POSITIVE
ifokan bale,POSITIVE
aifarabale,NEGATIVE
ọ̀wọ̀,POSITIVE
àfòyà ibi,POSITIVE
ire kìrìbìtì,POSITIVE
farada,POSITIVE
eégún,NEGATIVE
igbadun,POSITIVE
alàìmore,NEGATIVE
irorun,POSITIVE
oòjíire,POSITIVE
bintin lopolo re,NEGATIVE
