word,label
umunnam,POSITIVE
ajó ndú,NEGATIVE
egbu ya,NEGATIVE
ihe ojo,NEGATIVE
agwunechemba,POSITIVE
okú muō,NEGATIVE
íke nwata,POSITIVE
mejoro,NEGATIVE
gozibe,POSITIVE
aku,POSITIVE
igbu onye,NEGATIVE
ogu na mgba,NEGATIVE
mewa gom obi,NEGATIVE
n agba ọkụ,NEGATIVE
chukwu,POSITIVE
achupugo,NEGATIVE
ese okwu,NEGATIVE
huru nanya ️️,POSITIVE
ka nma,POSITIVE
kèle,POSITIVE
nku kwa ya,POSITIVE
oka ka,POSITIVE
gwurum ike,NEGATIVE
nwunye‍️,POSITIVE
kotelu,NEGATIVE
ata ahuhu,NEGATIVE
nwayi oma,POSITIVE
adirọ ‍️,NEGATIVE
nrashi amu,NEGATIVE
goziri agozi,POSITIVE
ike adirum,NEGATIVE
aru rana,NEGATIVE
wetere ndu,POSITIVE
dimma,POSITIVE
rapukwam,NEGATIVE
chebekwa,POSITIVE
arụ isi ike,NEGATIVE
ibu gi nma du,NEGATIVE
chinelo,POSITIVE
etito,POSITIVE
ekwensu,NEGATIVE
ife oma,POSITIVE
tufikwa,NEGATIVE
onye apari,NEGATIVE
kpa cha ran ayan gi,NEGATIVE
mgbagojuru,NEGATIVE
oke nkume,POSITIVE
ike agwula,NEGATIVE
gae gbu,NEGATIVE
añụ anwụrụ ‍️‍️,POSITIVE
nsogbù,NEGATIVE
ilaferela,POSITIVE
na arụru aka,POSITIVE
araputa,NEGATIVE
akwuna,NEGATIVE
okwu agwugonu,NEGATIVE
gị mma,POSITIVE
naese okwu,NEGATIVE
apịafukwa gị isi,NEGATIVE
hurum nanya,POSITIVE
ọfụma,POSITIVE
ezigbota,POSITIVE
dị m mmà,POSITIVE
ị bụghị,NEGATIVE
ibugi madu,NEGATIVE
gbu go dị,NEGATIVE
eze nwanyi ️,POSITIVE
ọ diro,NEGATIVE
nonyere gi,POSITIVE
gbakwa oku,NEGATIVE
ọmalicha,POSITIVE
biko‍️,POSITIVE
ndị iro,NEGATIVE
onye oria,NEGATIVE
onye amara,POSITIVE
gazielu gi,POSITIVE
gegbu,NEGATIVE
sicha asi,NEGATIVE
ashi,NEGATIVE
aru adiro,NEGATIVE
onye mgbu,NEGATIVE
ji ịsị kote,NEGATIVE
dịkwalu gị na mma,POSITIVE
ezigbó,POSITIVE
onye ukwu,POSITIVE
ndi amu,NEGATIVE
gozie gi,POSITIVE
iru oma,POSITIVE
ara gba gbuo gi,NEGATIVE
onuojo,NEGATIVE
ofuma,POSITIVE
na achọ so okwu,NEGATIVE
kpochie,NEGATIVE
goziere,POSITIVE
e ga di,POSITIVE
ịsị ọkpọ,POSITIVE
ndi awka,NEGATIVE
ogaranya,POSITIVE
gbuom,NEGATIVE
ike anyi,POSITIVE
apu ala,NEGATIVE
igbu m,NEGATIVE
ndeewo,POSITIVE
gbajuo,NEGATIVE
ike gwụrụ,NEGATIVE
isi kotenu,NEGATIVE
gozielu,POSITIVE
umu asa,POSITIVE
ọlụ ebube,POSITIVE
jisienu ike,POSITIVE
umunnem,POSITIVE
enwerozi,NEGATIVE
okpo,NEGATIVE
nakogheri,NEGATIVE
adị ímé,POSITIVE
arụ adirọ,NEGATIVE
ụmụnne,POSITIVE
akwuna ike,NEGATIVE
ochie dike,POSITIVE
nnaa,POSITIVE
esu gi oku,NEGATIVE
dị nso,POSITIVE
naegbu,NEGATIVE
egbuo,NEGATIVE
ocha,POSITIVE
mma️,POSITIVE
anwunyu anya,NEGATIVE
asugbu,NEGATIVE
riinne,POSITIVE
ogwugwu oge,POSITIVE
chaa isi awo,NEGATIVE
nwanna,POSITIVE
njemonu,POSITIVE
ihunanya,POSITIVE
ekotekwanaru,NEGATIVE
gbawazie oto,NEGATIVE
ike adihom,NEGATIVE
obiebere,NEGATIVE
ụfụ,NEGATIVE
gba ọtọ,NEGATIVE
ndi mgbu,NEGATIVE
afo asagbuo,NEGATIVE
fụrụ nanya ️️️,POSITIVE
obị,POSITIVE
asagbuo ya,NEGATIVE
juo obi gi oyi,NEGATIVE
agba gi oku,NEGATIVE
ndu gi,POSITIVE
isi nkwocha‍️‍️‍️‍️‍️,NEGATIVE
onye ori,NEGATIVE
ọkpọ,NEGATIVE
kpachara anya gi,NEGATIVE
libe ife,NEGATIVE
ike gwuru ‍️,NEGATIVE
dinma ️,POSITIVE
agwugom ike,NEGATIVE
ajo,NEGATIVE
udo ️,POSITIVE
ndi mmuo,NEGATIVE
na agwọ,POSITIVE
uda egbe,NEGATIVE
agwulam,NEGATIVE
onyeom,POSITIVE
suo ya oku,NEGATIVE
gbajie,NEGATIVE
adiró,NEGATIVE
atọ ụtọ,POSITIVE
ikputu onu,NEGATIVE
obi nwanne,POSITIVE
pia isi,NEGATIVE
emeka,POSITIVE
mmama,POSITIVE
mara nma,POSITIVE
amosu,NEGATIVE
isioma,POSITIVE
ogo,POSITIVE
akpiri,NEGATIVE
ndi nso,POSITIVE
ara gbaba,NEGATIVE
díke,POSITIVE
ome mma,POSITIVE
rapukwa,NEGATIVE
ndi nsoo,POSITIVE
nzuzu ‍️,NEGATIVE
i bughi madu,NEGATIVE
napkari,NEGATIVE
ike agwulam ‍️,NEGATIVE
ndi mmuo ozi,NEGATIVE
ojo,NEGATIVE
iwe ọkụ,NEGATIVE
nzoputa,POSITIVE
oji obara awu aru,NEGATIVE
atoka️,POSITIVE
ahụ ike,NEGATIVE
di ndu,POSITIVE
i bughi mmadu,NEGATIVE
ogbu,NEGATIVE
gbafulu,NEGATIVE
ashawo,NEGATIVE
asa nwam,POSITIVE
gozi gi,POSITIVE
uchu,NEGATIVE
asiri,NEGATIVE
uto ️️,POSITIVE
mma️️,POSITIVE
ara na ayị gị,NEGATIVE
obi ebele,POSITIVE
ara gba gbuo,NEGATIVE
nwuru anwu,NEGATIVE
adiro di mma,NEGATIVE
ndi ọjọọ,NEGATIVE
jide sịrị m ike,POSITIVE
igaadi,POSITIVE
ntàntá,NEGATIVE
onye mmeri,NEGATIVE
adanma,POSITIVE
ịke dị,POSITIVE
idá,NEGATIVE
mara gi nma,POSITIVE
gbakwaa oku,NEGATIVE
nne,POSITIVE
ụdo,POSITIVE
oru ebube,POSITIVE
haziere,POSITIVE
nwanne,POSITIVE
ònye ọjọọ,NEGATIVE
nwụrụ anwụ,NEGATIVE
makatakwa mma,POSITIVE
gozia,POSITIVE
daaalu,POSITIVE
npiawa azụ,NEGATIVE
akporom gi asi,NEGATIVE
ihere,NEGATIVE
kpo kwa gioku,NEGATIVE
racha gi ike,NEGATIVE
agbasarom,NEGATIVE
ike ga agwu,NEGATIVE
agbaligo,POSITIVE
akpọ egwú,NEGATIVE
ako na uche,POSITIVE
nma‍,POSITIVE
ndewo,POSITIVE
asị,NEGATIVE
doorie,NEGATIVE
ómá,POSITIVE
tụwa nwaanyị ime,POSITIVE
obi ebere,POSITIVE
akukago gi,NEGATIVE
gọzịwerem,POSITIVE
taa m aru nike,NEGATIVE
hụrụ ya nanya,POSITIVE
e gbu onwe gi,NEGATIVE
aku gi ihe,NEGATIVE
ekwena,NEGATIVE
emechu ihu,NEGATIVE
isi gbawa,NEGATIVE
machapu isi,NEGATIVE
mgbe ole,NEGATIVE
awugo ‍️,NEGATIVE
adiro gi mma,NEGATIVE
abụ otito,POSITIVE
enwerom,NEGATIVE
onye nzuzu,NEGATIVE
eku eme,POSITIVE
e gae gbum,NEGATIVE
obi di m uto,POSITIVE
adikwa,NEGATIVE
gidigidi,POSITIVE
ọnu ọjọ,NEGATIVE
ọ dị nnọọ egwu,NEGATIVE
onye ogwu ego,NEGATIVE
fugbue,NEGATIVE
aburo mmadu,NEGATIVE
ndo,POSITIVE
na atọ,POSITIVE
tigbuo gi,NEGATIVE
gbapụrụ,NEGATIVE
ihe mberede,NEGATIVE
adiro ya,NEGATIVE
atu egwu,NEGATIVE
e ga adị,POSITIVE
igadi,POSITIVE
gbum mmadu,NEGATIVE
ahụike gị,POSITIVE
agbataobi,POSITIVE
adimma,POSITIVE
nwaada,POSITIVE
amaghi,NEGATIVE
naakuziamuta,POSITIVE
adirozie,NEGATIVE
tufiakwagi,NEGATIVE
gọzi kwa gị,POSITIVE
na esi obi ike,NEGATIVE
gozie,POSITIVE
onwu,NEGATIVE
isi nadighi,NEGATIVE
na eme mma,POSITIVE
mara nma‍,POSITIVE
idigodi,POSITIVE
egbue mmadu,NEGATIVE
obiapkoobi,NEGATIVE
ragbuzie,NEGATIVE
tugbu,NEGATIVE
na achu nwaanyi,NEGATIVE
añụ anwụrụ,POSITIVE
njọ,NEGATIVE
mpitimpi,NEGATIVE
emegbu emegbu,NEGATIVE
nwa afo,POSITIVE
rachapu,NEGATIVE
obi akpo,NEGATIVE
egbụ kwa gị,NEGATIVE
onye ozuzu,NEGATIVE
egbue,NEGATIVE
kwupuru ịke,NEGATIVE
gae gbum mmadu,NEGATIVE
agwụgo,NEGATIVE
ga e gbu mmadụ,NEGATIVE
noo ndu,POSITIVE
ahuru m gi nanya,POSITIVE
adịghị,NEGATIVE
zoba,POSITIVE
ragbuzienu,NEGATIVE
nma agha,POSITIVE
apịlapị,NEGATIVE
nma mma,POSITIVE
emejorom gi,NEGATIVE
nno‍️,POSITIVE
zoputa,POSITIVE
na cho okwu ‍️,NEGATIVE
a hurum onwem nanya ️,NEGATIVE
olisa,POSITIVE
ugwu eze,POSITIVE
egbue mmadụ,NEGATIVE
ahụ isike,POSITIVE
gbu mmadu,NEGATIVE
buru onu,NEGATIVE
ihele,NEGATIVE
ekenem,POSITIVE
isi agbakaa go,NEGATIVE
di mma,POSITIVE
gaatugbu,NEGATIVE
gbuo mụ,NEGATIVE
chideraaa,POSITIVE
bishop umu nwanyi,POSITIVE
amusù,NEGATIVE
adighi,NEGATIVE
nwayö,POSITIVE
hapụ,NEGATIVE
ji gi na oru,NEGATIVE
ndị agulu,NEGATIVE
isi adikwanu gi,NEGATIVE
tagbuo unu,NEGATIVE
odiro,NEGATIVE
di ke,POSITIVE
naachọ kwa okwu,NEGATIVE
oji kwa ahu,NEGATIVE
ekuke,NEGATIVE
ndị mgbu,NEGATIVE
iga di,NEGATIVE
mechipu onu,NEGATIVE
kwugbuo,NEGATIVE
apari,NEGATIVE
asugbuo,NEGATIVE
nike,POSITIVE
igbu gom,NEGATIVE
daa kpo,POSITIVE
nkem ️,POSITIVE
nna m,POSITIVE
gizie,POSITIVE
onye ujo,NEGATIVE
gọziri,POSITIVE
jise ike,POSITIVE
ogbajuo dolu,NEGATIVE
isi iyi nke ndu,POSITIVE
onye nmeye,NEGATIVE
isi gbari gi,NEGATIVE
olukwu,NEGATIVE
akpaamu,NEGATIVE
afụfụ,NEGATIVE
nwanyibuife,POSITIVE
jisie nụ ike,POSITIVE
adighi anu nti,NEGATIVE
abughi,NEGATIVE
si be ike,NEGATIVE
ike adighi,NEGATIVE
onye kere uwa,POSITIVE
sagbuo,NEGATIVE
bikoo,POSITIVE
ara na gba,NEGATIVE
nekpo ọkụ,NEGATIVE
tusatusa,NEGATIVE
ga gozi,POSITIVE
ara na yi gi,NEGATIVE
ebele,POSITIVE
nwayọ nwayọ,POSITIVE
ndokwa,POSITIVE
mma gi ula,NEGATIVE
emena,NEGATIVE
ada obi m,POSITIVE
ekwero,NEGATIVE
rachapukwa,NEGATIVE
piawago,NEGATIVE
golibe,POSITIVE
amusu,NEGATIVE
gbaoto,NEGATIVE
achọ so okwu,NEGATIVE
iwe gị,NEGATIVE
gbuōlam,NEGATIVE
si ike,NEGATIVE
atoókà,POSITIVE
welu ndu,POSITIVE
lacha gi anya,NEGATIVE
ga eme bi ‍️,NEGATIVE
kụwaa,NEGATIVE
uwaoma,POSITIVE
oyoko di nma,POSITIVE
egwu na atu,NEGATIVE
omalugo,POSITIVE
ogbara ara,NEGATIVE
gbafuo,NEGATIVE
ike ndi mmadu agwugom ‍️,NEGATIVE
atu ndu mmanu,POSITIVE
ònye mmụọ,NEGATIVE
gbaakwa ọkụ,NEGATIVE
chukwu agozigo gi,POSITIVE
tigbuo,NEGATIVE
okwu na uka,NEGATIVE
dinma,POSITIVE
ọdụmeje,POSITIVE
isi agbakaa,NEGATIVE
enweghị,NEGATIVE
obi naatọ m rikpokpo,POSITIVE
na eti gbu,NEGATIVE
zuoro gi ike,POSITIVE
oziọma,POSITIVE
gbuo ya,NEGATIVE
adaugo,POSITIVE
ara ga gba,NEGATIVE
e gbum mmadu,NEGATIVE
ahu si ike,NEGATIVE
onye asiri,NEGATIVE
zobakwa,POSITIVE
lachakwa gi ike,NEGATIVE
gbahara m,POSITIVE
na agba mbo,POSITIVE
na achọ okwu,NEGATIVE
iku okpo,NEGATIVE
eme bi ‍️,NEGATIVE
gbajiri gị,NEGATIVE
nzuzu‍️,NEGATIVE
ahụ isi ike,POSITIVE
asam,POSITIVE
okwu ịkọ telu,NEGATIVE
enyim,POSITIVE
ndị dị ndụ,POSITIVE
agwụgom,NEGATIVE
gbagoro agbago,NEGATIVE
èzigbo,POSITIVE
gbuo gị,NEGATIVE
obioma,POSITIVE
ọma,POSITIVE
echiche oma,POSITIVE
naezuzughari,NEGATIVE
e mela,POSITIVE
tugbuo,NEGATIVE
ara na agba,NEGATIVE
anaghi,NEGATIVE
gwum ike,NEGATIVE
ozigbote,POSITIVE
ajadu,NEGATIVE
karaka,POSITIVE
na agwụ kwa unu ike,NEGATIVE
goziri,POSITIVE
huru m gi nanya,POSITIVE
afo ona asa,NEGATIVE
jisike,POSITIVE
ibughi mmadu,NEGATIVE
ikariri,POSITIVE
di mma‍️‍️‍️,POSITIVE
alili,NEGATIVE
nkwo agu,NEGATIVE
o dí egwu,NEGATIVE
obi‍️,POSITIVE
itiboribo,NEGATIVE
egbum mgbu,NEGATIVE
korapu,NEGATIVE
imamma,POSITIVE
onye asị,NEGATIVE
mmiri ndu,POSITIVE
gbu e mmadu,NEGATIVE
ị bụghị mmadụ,NEGATIVE
pịa,NEGATIVE
ike agwu,NEGATIVE
anwuola,NEGATIVE
hụrụ onwe ya nanya,POSITIVE
edozie,POSITIVE
gbarie,NEGATIVE
ma ra nma,POSITIVE
gbu gi,NEGATIVE
emebiwo,NEGATIVE
iheoma,POSITIVE
isi mebiri,NEGATIVE
i maka,POSITIVE
ogbu madu,NEGATIVE
eziahuike,POSITIVE
akwamiiko,NEGATIVE
ara gba gi,NEGATIVE
dikwalu gi mma,POSITIVE
eze ndị eze,POSITIVE
ndu,POSITIVE
obi ojoo,NEGATIVE
emeela,POSITIVE
mmakpo mmadu anya,NEGATIVE
oké nkume,POSITIVE
rie nsi ️️️️️️️,NEGATIVE
ifere,NEGATIVE
mara anyị nma,POSITIVE
ji si ike,POSITIVE
nshi,NEGATIVE
amuosu ‍️,NEGATIVE
akogheri,NEGATIVE
obansi,NEGATIVE
di mma ️,POSITIVE
kelere,POSITIVE
agbara,POSITIVE
ndụ,POSITIVE
piawa,NEGATIVE
isi adiro gi mma,NEGATIVE
ga egbu,NEGATIVE
onye ala‍️,NEGATIVE
obi anuli,POSITIVE
nnwute,NEGATIVE
iwe oku‍️,NEGATIVE
dịkwa egwu,NEGATIVE
ja gi mma,POSITIVE
igburu madu,NEGATIVE
agoziwo,POSITIVE
amaka ️️,POSITIVE
ara ogbugba,NEGATIVE
uto uwa,POSITIVE
aburo,NEGATIVE
onye ndu,POSITIVE
anumpama,NEGATIVE
obi mma,POSITIVE
igaghi,NEGATIVE
ato m,POSITIVE
apkari,NEGATIVE
egwu aha atụ,NEGATIVE
kitipa,NEGATIVE
onyedike,POSITIVE
ji sie ike,POSITIVE
na nma,POSITIVE
ahu adirokwa,NEGATIVE
gọzikwa gị,POSITIVE
na ekwugheri,NEGATIVE
eche kwa ba,POSITIVE
ujo,NEGATIVE
isi ọma,POSITIVE
biri kwa,POSITIVE
atagbuola,NEGATIVE
rakwa,NEGATIVE
ekwekana,NEGATIVE
ndiiro,NEGATIVE
osukosu,NEGATIVE
odimma,POSITIVE
gaegbukwa,NEGATIVE
tabie onu,NEGATIVE
egbula anyi,NEGATIVE
onye di ka gi,POSITIVE
usu mia gi onu,NEGATIVE
achọ kwanu okwu,NEGATIVE
dị mma,POSITIVE
ogbugbu,NEGATIVE
naakpagbu,NEGATIVE
ajoo,NEGATIVE
chioma,POSITIVE
piachie gị ntị,NEGATIVE
bikonu‍️,POSITIVE
ga esu fa oku,NEGATIVE
ekenee,POSITIVE
olu oma,POSITIVE
ahiize gị,POSITIVE
kparị,NEGATIVE
obi m,POSITIVE
ọ chọ okwu,NEGATIVE
ekenekwe,POSITIVE
umuogbenye,NEGATIVE
enenebe eje olu,POSITIVE
onye oru,POSITIVE
nwanyioma,POSITIVE
ara naagba,NEGATIVE
ahu isi ike,POSITIVE
gbaaa gi ume,POSITIVE
onu ujo,NEGATIVE
eligwe,POSITIVE
e kwụsịkwala ịhea,NEGATIVE
nke ojo,NEGATIVE
zukwanike,POSITIVE
ariro,POSITIVE
gbagbuo gi,NEGATIVE
dị nma,POSITIVE
isi mgbaka,NEGATIVE
onu ojoo,NEGATIVE
ogu,NEGATIVE
mme mme,POSITIVE
awugo,NEGATIVE
aparị,NEGATIVE
chekwaba,POSITIVE
nwelu,POSITIVE
kparị mmadụ,NEGATIVE
gwuru mmadu ike,NEGATIVE
nsewa,NEGATIVE
afugbuola,NEGATIVE
isi akukago,NEGATIVE
ga achụ gị ọsọ,NEGATIVE
iwe gi,NEGATIVE
nwanne m ️,POSITIVE
akụ,POSITIVE
obieze,POSITIVE
nnukwu nmawu,POSITIVE
zukwanu ike,POSITIVE
ajo onu,NEGATIVE
pia oku,NEGATIVE
mmekwata,POSITIVE
onweberọ,NEGATIVE
mmanya naegbu,NEGATIVE
diro gi egwu,NEGATIVE
gaakwalite,NEGATIVE
gbawapu gi onu,NEGATIVE
gugbuo,NEGATIVE
ekpere m,POSITIVE
ejighị,NEGATIVE
agidigba,POSITIVE
dí uto,POSITIVE
amamihe,POSITIVE
ọgụ na mgba,NEGATIVE
mpiakasi,NEGATIVE
sịrị gị ike,NEGATIVE
rijuo nsi,NEGATIVE
mmuo nso,POSITIVE
nwayọ,POSITIVE
refuo,NEGATIVE
anu mpama,NEGATIVE
ifeoma,POSITIVE
iwe na ewe,NEGATIVE
aru adikwa,NEGATIVE
nnem,POSITIVE
agbawa mu,NEGATIVE
dabanye,NEGATIVE
gba gbuo,NEGATIVE
ewute gi,NEGATIVE
akaraka,POSITIVE
agzigo,POSITIVE
alaputago,NEGATIVE
mmozi,POSITIVE
gozikwa gi,POSITIVE
maka ndu,POSITIVE
ndi ofe mmanu,NEGATIVE
akporisigo,NEGATIVE
onye mmemme,POSITIVE
ụjọ,NEGATIVE
aburokwa,NEGATIVE
gọzikwa,POSITIVE
gbụo m,NEGATIVE
ji nkụ,POSITIVE
nọnyeere,POSITIVE
ịkọ ọnụ,NEGATIVE
na achom okwu,NEGATIVE
enyi,POSITIVE
aru nsi ike,POSITIVE
ne se okwu,NEGATIVE
aruisike,POSITIVE
uche gị dị ya,POSITIVE
ezi chukwu,POSITIVE
ara ga agba,NEGATIVE
nyuru nsi,NEGATIVE
onyem,POSITIVE
acho okwu,NEGATIVE
udo ️️,POSITIVE
egubugom,NEGATIVE
nwanne️,POSITIVE
nwane,POSITIVE
ifunanya,POSITIVE
obiapko,NEGATIVE
adigo nma,POSITIVE
ajoo onu,NEGATIVE
ndi obiapko,NEGATIVE
mma mma,POSITIVE
na acho okwu,NEGATIVE
ndubuisi,POSITIVE
ụtọ,POSITIVE
nnenne,POSITIVE
️ekwueme,POSITIVE
gbasaa gi azu ike,NEGATIVE
onye dinma,POSITIVE
akpa amụ,NEGATIVE
tokwalu ato,POSITIVE
ahazi,POSITIVE
agwuechemba,POSITIVE
ike gwurru,NEGATIVE
alaa,NEGATIVE
ma ihe,POSITIVE
bikonu,POSITIVE
iberiebe,NEGATIVE
isi gbaka,NEGATIVE
adihi,NEGATIVE
iwe jie gi,NEGATIVE
akparị,NEGATIVE
na ayi ala,NEGATIVE
ndi ala,NEGATIVE
uche gi,POSITIVE
mechie onu gi,NEGATIVE
imeru mu ahu,NEGATIVE
agu nwanyi,POSITIVE
wanne,POSITIVE
egwu di,NEGATIVE
gbalụ ọkụ,NEGATIVE
na ezu oshi,NEGATIVE
inwero,NEGATIVE
nnoo,POSITIVE
ifunaya,POSITIVE
gbaji,NEGATIVE
mara ihe,POSITIVE
michaa gị ọnụ,NEGATIVE
ya gazielu,POSITIVE
egbe eligwe,NEGATIVE
mkpofe,POSITIVE
dike e ji eji mba,POSITIVE
ebuka,POSITIVE
nwokeoma,POSITIVE
uto,POSITIVE
jisia ike,POSITIVE
asi,NEGATIVE
naeme mma,POSITIVE
adịro,NEGATIVE
daàaalu,POSITIVE
achoghari okwu,NEGATIVE
ufu obi,NEGATIVE
agbaa,NEGATIVE
ratalu na otu,NEGATIVE
nnọ,POSITIVE
ga akwori,NEGATIVE
gwụrụ,NEGATIVE
iburokwa,NEGATIVE
amaka ️,POSITIVE
ndi awusa,NEGATIVE
enweghị isi,NEGATIVE
chinecherem,POSITIVE
sagbuo gi,NEGATIVE
gbakashiala,NEGATIVE
mmehie,NEGATIVE
atoka,POSITIVE
ezi nwayi,POSITIVE
ofoma,POSITIVE
egbu mmadu,NEGATIVE
onwunwa,NEGATIVE
mmụọ,NEGATIVE
gbawara,NEGATIVE
adirum,NEGATIVE
kparibara,NEGATIVE
otaabukpoanya,NEGATIVE
umu chineke,POSITIVE
omalicha,POSITIVE
naako m onu,NEGATIVE
ndum,POSITIVE
ekperé,POSITIVE
rachapu gi anya,NEGATIVE
dalu,POSITIVE
pigbuo,NEGATIVE
obi adịro,NEGATIVE
emebikwala,NEGATIVE
agaghị,NEGATIVE
mbo,NEGATIVE
igbu gi egbu,NEGATIVE
ngbagha,NEGATIVE
agu na eche mba,POSITIVE
agbazi na oto,NEGATIVE
ajọ ihe,NEGATIVE
ga adi,POSITIVE
ewute m,NEGATIVE
sachie gi ike,NEGATIVE
gazieere,POSITIVE
chi mere eze,POSITIVE
iti bolibo,NEGATIVE
adịkwa,NEGATIVE
ndì orì,NEGATIVE
a gwu go m,NEGATIVE
sịrị ike,NEGATIVE
mmezie,POSITIVE
kupusie,NEGATIVE
ekotekwa,NEGATIVE
gozikwaa,POSITIVE
sachapu,NEGATIVE
na edum,POSITIVE
akwa ugo,POSITIVE
ajó,NEGATIVE
a cho okwu ‍️,NEGATIVE
nwunyem,POSITIVE
nwanem,POSITIVE
obi ufú,NEGATIVE
åkû mū ihė,NEGATIVE
ípía,NEGATIVE
gbagharia,POSITIVE
nkita ara,NEGATIVE
onye akpiri,NEGATIVE
akasi onwe m obi,POSITIVE
kpachalu anya,NEGATIVE
apiawa,NEGATIVE
dagbuo,NEGATIVE
anyi ara,NEGATIVE
apiachagbu,NEGATIVE
aku nsi obi ike,NEGATIVE
umu anuofia,NEGATIVE
kpo gi oku,NEGATIVE
zuzu,NEGATIVE
akụ na ụba,POSITIVE
eberibe,NEGATIVE
a fū gbuōla,NEGATIVE
akpubue,POSITIVE
anwuola m,NEGATIVE
ezi nwanyi,POSITIVE
adigboroja,NEGATIVE
mmadụ,POSITIVE
nne ewu,NEGATIVE
aṅụrị,POSITIVE
gbaa oto,NEGATIVE
isi nadighi nma,NEGATIVE
ò dì egwu,NEGATIVE
bie mu oma,POSITIVE
gbagbuo gị,NEGATIVE
adi m mma,POSITIVE
ga erigbu,NEGATIVE
lacha gị ntị,NEGATIVE
ebere ‍️‍️‍️,POSITIVE
onye meghee,NEGATIVE
okenwa,POSITIVE
i mela,POSITIVE
gbabguo gi,NEGATIVE
eme ogo,POSITIVE
agozigo,POSITIVE
eze ndi eze,POSITIVE
ada nnaya,POSITIVE
agbalie,POSITIVE
kpoo gi oku,NEGATIVE
dajuoo,POSITIVE
gazikwara,POSITIVE
aru isi ike,POSITIVE
ga apia gi utali,NEGATIVE
udooganiru,POSITIVE
tugbu gi,NEGATIVE
bukwa gi,NEGATIVE
amaka️,POSITIVE
kpebe ekpere,POSITIVE
ọnaputawo m,POSITIVE
ohi,NEGATIVE
nke m ️,POSITIVE
anya ufu,NEGATIVE
nso,POSITIVE
isi adiro gi nma,NEGATIVE
na egbu,NEGATIVE
ike gwuru,NEGATIVE
alulu ana,NEGATIVE
ọkụ,NEGATIVE
gozi,POSITIVE
ututu oma,POSITIVE
asagbuo,NEGATIVE
e nwero,NEGATIVE
gbakaa,NEGATIVE
ọla nike,NEGATIVE
odachi,POSITIVE
agozie,POSITIVE
ojooo,NEGATIVE
isi nkwocha,NEGATIVE
ngwori,POSITIVE
jisie ike,POSITIVE
nkasi obi,POSITIVE
ndi anumanu,NEGATIVE
fụrụ nanya,POSITIVE
nnukwu mmanwu,POSITIVE
nwanyi di uko,POSITIVE
ndi emehe,NEGATIVE
jigide,POSITIVE
na yi ara,NEGATIVE
gbuola,NEGATIVE
onye ofe mmanu,NEGATIVE
obi ụtọ,POSITIVE
ọyịba ara,NEGATIVE
riinne ️,POSITIVE
gadi nma,POSITIVE
onye wayo,NEGATIVE
na akpali,NEGATIVE
jisie nu ike,POSITIVE
siri asi,NEGATIVE
akpọọ gị ọkụ,NEGATIVE
sieike,POSITIVE
onye ụjọ,NEGATIVE
l ga adi,POSITIVE
ezibo,POSITIVE
aka nchawa,POSITIVE
onye a ara,NEGATIVE
piakwa gi,NEGATIVE
gia gbu e,NEGATIVE
nnukwu,POSITIVE
onyeara ‍️‍️‍️‍️,NEGATIVE
afọ ọma,POSITIVE
ikuku amana onya,NEGATIVE
ọfuma,POSITIVE
zoba anyi,POSITIVE
meriwo,POSITIVE
iberi ibe,NEGATIVE
anumanu,NEGATIVE
ataa m igu nisi,NEGATIVE
aguu,NEGATIVE
ndu ogologo️️️️,POSITIVE
eze ebube,POSITIVE
ochokwu,NEGATIVE
a cho okwu,NEGATIVE
aruru ana,NEGATIVE
nma ️️,POSITIVE
mara mma,POSITIVE
nwa,POSITIVE
onye ojoo,NEGATIVE
ka mma,POSITIVE
ogu okwute,NEGATIVE
nnukwu ara,NEGATIVE
na gbakasigodum,NEGATIVE
jidesie yike,POSITIVE
obi akpor,NEGATIVE
isi okpukpu,NEGATIVE
ndi mmuo‍️,NEGATIVE
arụ ike,NEGATIVE
maalu gi mma,POSITIVE
ìhè ọjọọ,NEGATIVE
ọgwụ ego,NEGATIVE
imela,POSITIVE
ike gi agwugo,NEGATIVE
gbupuru isi,NEGATIVE
so chi egbu,NEGATIVE
egbu,NEGATIVE
mkpi,NEGATIVE
azu ndu,POSITIVE
omalecha,POSITIVE
ike nigeria gwụrụ,NEGATIVE
bu ike,POSITIVE
na tu ya egwu,NEGATIVE
isi gbarie,NEGATIVE
igbuola,NEGATIVE
ọnaputawo,POSITIVE
diri gi nma,POSITIVE
nagworia,POSITIVE
gbanyuo,NEGATIVE
isi adịghị,NEGATIVE
usom,POSITIVE
go zie,POSITIVE
ndi anwuruma,NEGATIVE
i ga di,POSITIVE
maramma,POSITIVE
naapụ ara,NEGATIVE
aruru ani,NEGATIVE
ọ nwero,NEGATIVE
agwugom ‍️,NEGATIVE
ga ebu gi aka,NEGATIVE
gbasili ike,POSITIVE
fiowaa,NEGATIVE
rie nsị,NEGATIVE
adirọ,NEGATIVE
ga ebe akwa,NEGATIVE
micha gi onu,NEGATIVE
ra otu,NEGATIVE
onwebedii,NEGATIVE
ịdị ike,POSITIVE
akunuba,POSITIVE
iwe,NEGATIVE
i ga adi,POSITIVE
agozi go gi,POSITIVE
iberibe,NEGATIVE
cha ran ayan gi,NEGATIVE
nyem,POSITIVE
umunne,POSITIVE
odindu,POSITIVE
hapunu m aka ka m zuoro gi ike,NEGATIVE
agwu m ike,NEGATIVE
ekpere,POSITIVE
